.##..##..####..#.#.#.###....#...#..#.#.#..#...#....##.#.#.#.#.#..######.##....##.###....##..#.####.#
initial {1, 2, 5, 6, 9, 10, 11, 12, 15, 17, 19, 21, 22, 23, 28, 32, 35, 37, 39, 42, 46, 51, 52, 54, 56, 58, 60, 62, 65, 66, 67, 68, 69, 70, 72, 73, 78, 79, 81, 82, 83, 88, 89, 92, 94, 95, 96, 97, 99}
INITIAL
1: ##..##..####..#.#.#.###....#...#..#.#.#..#...#....##.#.#.#.#.#..######.##....##.###....##..#.####.
Iteration 1
2, 2632, 2632
3, 2172, -460
4, 2713, 541
5, 2076, -637
6, 2363, 287
7, 2474, 111
8, 3092, 618
9, 2303, -789
10, 2519, 216
11, 2686, 167
12, 2642, -44
13, 2618, -24
14, 2949, 331
15, 2632, -317
16, 2560, -72
17, 2900, 340
18, 3228, 328
19, 3295, 67
20, 3391, 96
21, 2823, -568
22, 3022, 199
23, 3039, 17
24, 3190, 151
25, 3458, 268
26, 3253, -205
27, 3225, -28
28, 3337, 112
29, 3235, -102
30, 3044, -191
31, 3057, 13
32, 3431, 374
33, 3252, -179
34, 3602, 350
35, 3661, 59
36, 3895, 234
37, 3751, -144
38, 3799, 48
39, 4174, 375
40, 3856, -318
41, 3841, -15
42, 3861, 20
43, 4227, 366
44, 4163, -64
45, 4259, 96
46, 4418, 159
47, 4729, 311
48, 4251, -478
49, 4389, 138
50, 4689, 300
51, 4355, -334
52, 4435, 80
53, 4457, 22
54, 4834, 377
55, 4766, -68
56, 4862, 96
57, 5025, 163
58, 5348, 323
59, 4846, -502
60, 4988, 142
61, 5296, 308
62, 4950, -346
63, 5030, 80
64, 5052, 22
65, 5441, 389
66, 5369, -72
67, 5465, 96
68, 5632, 167
69, 5967, 335
70, 5675, -292
71, 6055, 380
72, 5895, -160
73, 5680, -215
74, 5870, 190
75, 5661, -209
76, 6183, 522
77, 5859, -324
78, 6260, 401
79, 6549, 289
80, 6415, -134
81, 6414, -1
82, 6756, 342
83, 6452, -304
84, 6929, 477
85, 6954, 25
86, 7037, 83
87, 7076, 39
88, 7260, 184
89, 6942, -318
90, 7618, 676
91, 7101, -517
92, 7080, -21
93, 7113, 33
94, 7269, 156
95, 7406, 137
96, 8162, 756
97, 7214, -948
98, 7464, 250
99, 7536, 72
100, 7679, 143
101, 7952, 273
102, 8109, 157
103, 8279, 170
104, 8321, 42
105, 7675, -646
106, 7615, -60
107, 7896, 281
108, 7948, 52
109, 8115, 167
110, 8282, 167
111, 8336, 54
112, 8724, 388
113, 8339, -385
114, 8617, 278
115, 8661, 44
116, 8944, 283
117, 8691, -253
118, 9072, 381
119, 9132, 60
120, 8748, -384
121, 8916, 168
122, 9179, 263
123, 8932, -247
124, 8990, 58
125, 9048, 58
126, 9106, 58
127, 9164, 58
128, 9222, 58
129, 9280, 58
130, 9338, 58
131, 9396, 58
132, 9454, 58
133, 9512, 58
134, 9570, 58
135, 9628, 58
136, 9686, 58
137, 9744, 58
138, 9802, 58
139, 9860, 58
140, 9918, 58
141, 9976, 58
142, 10034, 58
143, 10092, 58
144, 10150, 58
145, 10208, 58
146, 10266, 58
147, 10324, 58
148, 10382, 58
149, 10440, 58
150, 10498, 58
151, 10556, 58
152, 10614, 58
153, 10672, 58
154, 10730, 58
155, 10788, 58
156, 10846, 58
157, 10904, 58
158, 10962, 58
159, 11020, 58
160, 11078, 58
161, 11136, 58
162, 11194, 58
163, 11252, 58
164, 11310, 58
165, 11368, 58
166, 11426, 58
167, 11484, 58
168, 11542, 58
169, 11600, 58
170, 11658, 58
171, 11716, 58
172, 11774, 58
173, 11832, 58
174, 11890, 58
175, 11948, 58
176, 12006, 58
177, 12064, 58
178, 12122, 58
179, 12180, 58
180, 12238, 58
181, 12296, 58
182, 12354, 58
183, 12412, 58
184, 12470, 58
185, 12528, 58
186, 12586, 58
187, 12644, 58
188, 12702, 58
189, 12760, 58
190, 12818, 58
191, 12876, 58
192, 12934, 58
193, 12992, 58
194, 13050, 58
195, 13108, 58
196, 13166, 58
197, 13224, 58
198, 13282, 58
199, 13340, 58
200, 13398, 58
201, 13456, 58
202, 13514, 58
203, 13572, 58
204, 13630, 58
205, 13688, 58
206, 13746, 58
207, 13804, 58
208, 13862, 58
209, 13920, 58
210, 13978, 58
211, 14036, 58
212, 14094, 58
213, 14152, 58
214, 14210, 58
215, 14268, 58
216, 14326, 58
217, 14384, 58
218, 14442, 58
219, 14500, 58
220, 14558, 58
221, 14616, 58
222, 14674, 58
223, 14732, 58
224, 14790, 58
225, 14848, 58
226, 14906, 58
227, 14964, 58
228, 15022, 58
229, 15080, 58
230, 15138, 58
231, 15196, 58
232, 15254, 58
233, 15312, 58
234, 15370, 58
235, 15428, 58
236, 15486, 58
237, 15544, 58
238, 15602, 58
239, 15660, 58
240, 15718, 58
241, 15776, 58
242, 15834, 58
243, 15892, 58
244, 15950, 58
245, 16008, 58
246, 16066, 58
247, 16124, 58
248, 16182, 58
249, 16240, 58
250, 16298, 58
251, 16356, 58
252, 16414, 58
253, 16472, 58
254, 16530, 58
255, 16588, 58
256, 16646, 58
257, 16704, 58
258, 16762, 58
259, 16820, 58
260, 16878, 58
261, 16936, 58
262, 16994, 58
263, 17052, 58
264, 17110, 58
265, 17168, 58
266, 17226, 58
267, 17284, 58
268, 17342, 58
269, 17400, 58
270, 17458, 58
271, 17516, 58
272, 17574, 58
273, 17632, 58
274, 17690, 58
275, 17748, 58
276, 17806, 58
277, 17864, 58
278, 17922, 58
279, 17980, 58
280, 18038, 58
281, 18096, 58
282, 18154, 58
283, 18212, 58
284, 18270, 58
285, 18328, 58
286, 18386, 58
287, 18444, 58
288, 18502, 58
289, 18560, 58
290, 18618, 58
291, 18676, 58
292, 18734, 58
293, 18792, 58
294, 18850, 58
295, 18908, 58
296, 18966, 58
297, 19024, 58
298, 19082, 58
299, 19140, 58
300, 19198, 58
301, 19256, 58
302, 19314, 58
303, 19372, 58
304, 19430, 58
305, 19488, 58
306, 19546, 58
307, 19604, 58
308, 19662, 58
309, 19720, 58
310, 19778, 58
311, 19836, 58
312, 19894, 58
313, 19952, 58
314, 20010, 58
315, 20068, 58
316, 20126, 58
317, 20184, 58
318, 20242, 58
319, 20300, 58
320, 20358, 58
321, 20416, 58
322, 20474, 58
323, 20532, 58
324, 20590, 58
325, 20648, 58
326, 20706, 58
327, 20764, 58
328, 20822, 58
329, 20880, 58
330, 20938, 58
331, 20996, 58
332, 21054, 58
333, 21112, 58
334, 21170, 58
335, 21228, 58
336, 21286, 58
337, 21344, 58
338, 21402, 58
339, 21460, 58
340, 21518, 58
341, 21576, 58
342, 21634, 58
343, 21692, 58
344, 21750, 58
345, 21808, 58
346, 21866, 58
347, 21924, 58
348, 21982, 58
349, 22040, 58
350, 22098, 58
351, 22156, 58
352, 22214, 58
353, 22272, 58
354, 22330, 58
355, 22388, 58
356, 22446, 58
357, 22504, 58
358, 22562, 58
359, 22620, 58
360, 22678, 58
361, 22736, 58
362, 22794, 58
363, 22852, 58
364, 22910, 58
365, 22968, 58
366, 23026, 58
